msec,Corr,Zyg,Mas,Valence,Arousal,label,batch_id,Corr_lag1,Corr_lag2,Corr_lag3,Corr_lag4,Corr_lag5,Corr_lag6,Zyg_lag1,Zyg_lag2,Zyg_lag3,Zyg_lag4,Zyg_lag5,Zyg_lag6,Mas_lag1,Mas_lag2,Mas_lag3,Mas_lag4,Mas_lag5
14,7781,14.97172638335252,7.345249781558488,11.23971299854271,-0.9689692,0.4099452,3,3_0,15.00963126356463,14.19286287038275,13.31703267956387,12.7464665532455,11.23056818652524,10.01713732994908,8.457546699397788,6.512101330966653,5.376004233556133,5.028762033549404,4.371739755871543,3.489011182525233,12.16524809124231,8.676292184997497,6.945159024121309,5.822578092910631,4.821166136396589
15,7825,19.92303405981563,6.930056941009001,7.546046154159189,-0.9687161,0.4099452,3,3_0,14.97172638335252,15.00963126356463,14.19286287038275,13.31703267956387,12.7464665532455,11.23056818652524,7.345249781558488,8.457546699397788,6.512101330966653,5.376004233556133,5.028762033549404,4.371739755871543,11.23971299854271,12.16524809124231,8.676292184997497,6.945159024121309,5.822578092910631
16,7869,16.15030102348561,6.066941635325552,5.462649531838226,-0.9684406,0.4102006,3,3_0,19.92303405981563,14.97172638335252,15.00963126356463,14.19286287038275,13.31703267956387,12.7464665532455,6.930056941009001,7.345249781558488,8.457546699397788,6.512101330966653,5.376004233556133,5.028762033549404,7.546046154159189,11.23971299854271,12.16524809124231,8.676292184997497,6.945159024121309
17,17208,10.80794253328597,103.5717412333077,13.56528998112824,0.3250113,0.3332267,3,3_1,10.18738036282247,11.83389448735025,11.03033687000099,10.40371182810399,9.975817086168956,10.05826776489894,103.8480435948899,138.9044424302637,123.813816580781,105.7937585524453,94.45045044783993,56.97514231822193,18.29965256754534,25.52740661083381,23.64410067181884,16.49620155376627,14.58273214584878
18,17252,13.49548380758328,133.5945128726395,18.2567860094753,0.2979106,0.3326897,3,3_1,10.80794253328597,10.18738036282247,11.83389448735025,11.03033687000099,10.40371182810399,9.975817086168956,103.5717412333077,103.8480435948899,138.9044424302637,123.813816580781,105.7937585524453,94.45045044783993,13.56528998112824,18.29965256754534,25.52740661083381,23.64410067181884,16.49620155376627
19,17296,13.48849379758731,110.1495077771996,18.1703222344945,0.2696546,0.3321982,3,3_1,13.49548380758328,10.80794253328597,10.18738036282247,11.83389448735025,11.03033687000099,10.40371182810399,133.5945128726395,103.5717412333077,103.8480435948899,138.9044424302637,123.813816580781,105.7937585524453,18.2567860094753,13.56528998112824,18.29965256754534,25.52740661083381,23.64410067181884
20,17339,11.59255074764003,101.8316723425618,17.96557927075536,0.2438699,0.3317996,3,3_1,13.48849379758731,13.49548380758328,10.80794253328597,10.18738036282247,11.83389448735025,11.03033687000099,110.1495077771996,133.5945128726395,103.5717412333077,103.8480435948899,138.9044424302637,123.813816580781,18.1703222344945,18.2567860094753,13.56528998112824,18.29965256754534,25.52740661083381
21,17383,9.551399102008103,100.8401529543793,20.48374576219936,0.2234585,0.3315265,3,3_1,11.59255074764003,13.48849379758731,13.49548380758328,10.80794253328597,10.18738036282247,11.83389448735025,101.8316723425618,110.1495077771996,133.5945128726395,103.5717412333077,103.8480435948899,138.9044424302637,17.96557927075536,18.1703222344945,18.2567860094753,13.56528998112824,18.29965256754534
22,17427,10.97564600183945,132.7834931305273,27.02741607724237,0.2110816,0.3313896,3,3_1,9.551399102008103,11.59255074764003,13.48849379758731,13.49548380758328,10.80794253328597,10.18738036282247,100.8401529543793,101.8316723425618,110.1495077771996,133.5945128726395,103.5717412333077,103.8480435948899,20.48374576219936,17.96557927075536,18.1703222344945,18.2567860094753,13.56528998112824
23,17471,9.31249617686178,106.960500140908,21.39389585990198,0.1978916,0.3312643,3,3_1,10.97564600183945,9.551399102008103,11.59255074764003,13.48849379758731,13.49548380758328,10.80794253328597,132.7834931305273,100.8401529543793,101.8316723425618,110.1495077771996,133.5945128726395,103.5717412333077,27.02741607724237,20.48374576219936,17.96557927075536,18.1703222344945,18.2567860094753
24,17515,10.77245512898057,107.1301007395526,21.94233178245345,0.1895271,0.3312204,3,3_1,9.31249617686178,10.97564600183945,9.551399102008103,11.59255074764003,13.48849379758731,13.49548380758328,106.960500140908,132.7834931305273,100.8401529543793,101.8316723425618,110.1495077771996,133.5945128726395,21.39389585990198,27.02741607724237,20.48374576219936,17.96557927075536,18.1703222344945
25,17559,8.214024735978901,83.63346255697452,13.92277159344994,0.1817087,0.3311973,3,3_1,10.77245512898057,9.31249617686178,10.97564600183945,9.551399102008103,11.59255074764003,13.48849379758731,107.1301007395526,106.960500140908,132.7834931305273,100.8401529543793,101.8316723425618,110.1495077771996,21.94233178245345,21.39389585990198,27.02741607724237,20.48374576219936,17.96557927075536
26,17602,9.700217967813405,73.84466145198964,9.599386496250151,0.1749246,0.3311973,3,3_1,8.214024735978901,10.77245512898057,9.31249617686178,10.97564600183945,9.551399102008103,11.59255074764003,83.63346255697452,107.1301007395526,106.960500140908,132.7834931305273,100.8401529543793,101.8316723425618,13.92277159344994,21.94233178245345,21.39389585990198,27.02741607724237,20.48374576219936
27,17646,8.321364112290036,76.34987546777614,12.23543559806733,0.1705028,0.3315464,3,3_1,9.700217967813405,8.214024735978901,10.77245512898057,9.31249617686178,10.97564600183945,9.551399102008103,73.84466145198964,83.63346255697452,107.1301007395526,106.960500140908,132.7834931305273,100.8401529543793,9.599386496250151,13.92277159344994,21.94233178245345,21.39389585990198,27.02741607724237
28,17690,9.422792712843796,59.98596741716601,11.90186299875245,0.1669582,0.3319344,3,3_1,8.321364112290036,9.700217967813405,8.214024735978901,10.77245512898057,9.31249617686178,10.97564600183945,76.34987546777614,73.84466145198964,83.63346255697452,107.1301007395526,106.960500140908,132.7834931305273,12.23543559806733,9.599386496250151,13.92277159344994,21.94233178245345,21.39389585990198
29,17734,10.06498363840527,93.46666427175906,14.36467493863015,0.166696,0.3326869,3,3_1,9.422792712843796,8.321364112290036,9.700217967813405,8.214024735978901,10.77245512898057,9.31249617686178,59.98596741716601,76.34987546777614,73.84466145198964,83.63346255697452,107.1301007395526,106.960500140908,11.90186299875245,12.23543559806733,9.599386496250151,13.92277159344994,21.94233178245345
30,17778,8.036314065414803,87.25763454735815,13.47052497819746,0.167139,0.3334551,3,3_1,10.06498363840527,9.422792712843796,8.321364112290036,9.700217967813405,8.214024735978901,10.77245512898057,93.46666427175906,59.98596741716601,76.34987546777614,73.84466145198964,83.63346255697452,107.1301007395526,14.36467493863015,11.90186299875245,12.23543559806733,9.599386496250151,13.92277159344994
31,17822,9.996757862998466,76.9282551978197,16.42144691596421,0.1638529,0.3337885,3,3_1,8.036314065414803,10.06498363840527,9.422792712843796,8.321364112290036,9.700217967813405,8.214024735978901,87.25763454735815,93.46666427175906,59.98596741716601,76.34987546777614,73.84466145198964,83.63346255697452,13.47052497819746,14.36467493863015,11.90186299875245,12.23543559806733,9.599386496250151
32,17866,8.2884398373882,50.98898863501063,12.31797231252817,0.1622145,0.3339334,3,3_1,9.996757862998466,8.036314065414803,10.06498363840527,9.422792712843796,8.321364112290036,9.700217967813405,76.9282551978197,87.25763454735815,93.46666427175906,59.98596741716601,76.34987546777614,73.84466145198964,16.42144691596421,13.47052497819746,14.36467493863015,11.90186299875245,12.23543559806733
33,17909,7.947216240390002,51.04530116908526,11.90866719890114,0.1630802,0.33413,3,3_1,8.2884398373882,9.996757862998466,8.036314065414803,10.06498363840527,9.422792712843796,8.321364112290036,50.98898863501063,76.9282551978197,87.25763454735815,93.46666427175906,59.98596741716601,76.34987546777614,12.31797231252817,16.42144691596421,13.47052497819746,14.36467493863015,11.90186299875245
34,27292,42.37759925588362,4.624072901726864,4.548274582853621,-0.6516067,0.4497525,3,3_2,39.97973462603886,37.95921685961175,56.01147767460827,62.07070990505052,52.85614485084629,49.4813412629406,5.902789374412958,4.940594187369052,4.748226915109742,4.978890970375949,4.497209711359048,3.104632628297995,7.480653981998167,10.58501327023483,10.11469262642561,8.343792932492658,8.34981705905486
35,27336,33.73469305893946,5.140145366883134,3.888780649328788,-0.6561567,0.4506157,3,3_2,42.37759925588362,39.97973462603886,37.95921685961175,56.01147767460827,62.07070990505052,52.85614485084629,4.624072901726864,5.902789374412958,4.940594187369052,4.748226915109742,4.978890970375949,4.497209711359048,4.548274582853621,7.480653981998167,10.58501327023483,10.11469262642561,8.343792932492658
36,27380,27.63347888498013,5.042005403515014,3.871434490107023,-0.6612172,0.4510998,3,3_2,33.73469305893946,42.37759925588362,39.97973462603886,37.95921685961175,56.01147767460827,62.07070990505052,5.140145366883134,4.624072901726864,5.902789374412958,4.940594187369052,4.748226915109742,4.978890970375949,3.888780649328788,4.548274582853621,7.480653981998167,10.58501327023483,10.11469262642561
37,27424,33.00508166225583,4.686087476770362,4.247312906650881,-0.6651151,0.4514271,3,3_2,27.63347888498013,33.73469305893946,42.37759925588362,39.97973462603886,37.95921685961175,56.01147767460827,5.042005403515014,5.140145366883134,4.624072901726864,5.902789374412958,4.940594187369052,4.748226915109742,3.871434490107023,3.888780649328788,4.548274582853621,7.480653981998167,10.58501327023483
38,27467,28.47596940671506,3.759202641067402,4.993110843044938,-0.6680403,0.4518383,3,3_2,33.00508166225583,27.63347888498013,33.73469305893946,42.37759925588362,39.97973462603886,37.95921685961175,4.686087476770362,5.042005403515014,5.140145366883134,4.624072901726864,5.902789374412958,4.940594187369052,4.247312906650881,3.871434490107023,3.888780649328788,4.548274582853621,7.480653981998167
39,27511,36.01932664270574,3.876744456106732,4.723475997817161,-0.669735,0.4521871,3,3_2,28.47596940671506,33.00508166225583,27.63347888498013,33.73469305893946,42.37759925588362,39.97973462603886,3.759202641067402,4.686087476770362,5.042005403515014,5.140145366883134,4.624072901726864,5.902789374412958,4.993110843044938,4.247312906650881,3.871434490107023,3.888780649328788,4.548274582853621
40,27555,36.25067524556978,4.940804961783664,4.048619959766668,-0.6720771,0.4523898,3,3_2,36.01932664270574,28.47596940671506,33.00508166225583,27.63347888498013,33.73469305893946,42.37759925588362,3.876744456106732,3.759202641067402,4.686087476770362,5.042005403515014,5.140145366883134,4.624072901726864,4.723475997817161,4.993110843044938,4.247312906650881,3.871434490107023,3.888780649328788
41,27599,43.70107925485975,5.913987281297119,3.476082024395574,-0.6738928,0.4525118,3,3_2,36.25067524556978,36.01932664270574,28.47596940671506,33.00508166225583,27.63347888498013,33.73469305893946,4.940804961783664,3.876744456106732,3.759202641067402,4.686087476770362,5.042005403515014,5.140145366883134,4.048619959766668,4.723475997817161,4.993110843044938,4.247312906650881,3.871434490107023
42,27643,42.0165448885116,4.874455287134044,4.092827249302369,-0.6764188,0.4525964,3,3_2,43.70107925485975,36.25067524556978,36.01932664270574,28.47596940671506,33.00508166225583,27.63347888498013,5.913987281297119,4.940804961783664,3.876744456106732,3.759202641067402,4.686087476770362,5.042005403515014,3.476082024395574,4.048619959766668,4.723475997817161,4.993110843044938,4.247312906650881
43,27687,41.34881384823194,5.403637367893033,5.033715266010624,-0.6791899,0.4525964,3,3_2,42.0165448885116,43.70107925485975,36.25067524556978,36.01932664270574,28.47596940671506,33.00508166225583,4.874455287134044,5.913987281297119,4.940804961783664,3.876744456106732,3.759202641067402,4.686087476770362,4.092827249302369,3.476082024395574,4.048619959766668,4.723475997817161,4.993110843044938
44,27730,29.63715440240854,7.048653573911992,7.206003123441933,-0.683512,0.4525705,3,3_2,41.34881384823194,42.0165448885116,43.70107925485975,36.25067524556978,36.01932664270574,28.47596940671506,5.403637367893033,4.874455287134044,5.913987281297119,4.940804961783664,3.876744456106732,3.759202641067402,5.033715266010624,4.092827249302369,3.476082024395574,4.048619959766668,4.723475997817161
45,27774,24.22693430510889,7.514170827445157,9.60438472626021,-0.6886664,0.4525171,3,3_2,29.63715440240854,41.34881384823194,42.0165448885116,43.70107925485975,36.25067524556978,36.01932664270574,7.048653573911992,5.403637367893033,4.874455287134044,5.913987281297119,4.940804961783664,3.876744456106732,7.206003123441933,5.033715266010624,4.092827249302369,3.476082024395574,4.048619959766668
46,27818,21.64876539048426,5.305960870251457,8.102770923834616,-0.6934187,0.4524559,3,3_2,24.22693430510889,29.63715440240854,41.34881384823194,42.0165448885116,43.70107925485975,36.25067524556978,7.514170827445157,7.048653573911992,5.403637367893033,4.874455287134044,5.913987281297119,4.940804961783664,9.60438472626021,7.206003123441933,5.033715266010624,4.092827249302369,3.476082024395574
47,27862,18.60892199054053,4.575648993593444,5.845981561348291,-0.6985667,0.4523906,3,3_2,21.64876539048426,24.22693430510889,29.63715440240854,41.34881384823194,42.0165448885116,43.70107925485975,5.305960870251457,7.514170827445157,7.048653573911992,5.403637367893033,4.874455287134044,5.913987281297119,8.102770923834616,9.60438472626021,7.206003123441933,5.033715266010624,4.092827249302369
48,27906,22.96415364268267,5.142187852676184,5.566454539047651,-0.702718,0.4523653,3,3_2,18.60892199054053,21.64876539048426,24.22693430510889,29.63715440240854,41.34881384823194,42.0165448885116,4.575648993593444,5.305960870251457,7.514170827445157,7.048653573911992,5.403637367893033,4.874455287134044,5.845981561348291,8.102770923834616,9.60438472626021,7.206003123441933,5.033715266010624
49,27950,26.32464777469396,4.246695513224195,5.7089644682422,-0.7069157,0.4523027,3,3_2,22.96415364268267,18.60892199054053,21.64876539048426,24.22693430510889,29.63715440240854,41.34881384823194,5.142187852676184,4.575648993593444,5.305960870251457,7.514170827445157,7.048653573911992,5.403637367893033,5.566454539047651,5.845981561348291,8.102770923834616,9.60438472626021,7.206003123441933
50,37332,25.54871523827752,12.84622562241047,6.263867341727719,-0.8353559,0.3298905,3,3_3,28.60671363513981,27.69075907997833,37.17609081152246,33.66485010411628,24.96905124380203,30.60708576725462,10.91713457996978,15.1523560926054,18.410679170309,15.60334346606705,16.01583986250003,15.43432576874133,4.975365691717078,4.397777009426697,3.551537109196945,3.079551289024987,2.987765469493714
51,37376,26.00994031418442,16.09880731453752,9.861364890936176,-0.831367,0.3303176,3,3_3,25.54871523827752,28.60671363513981,27.69075907997833,37.17609081152246,33.66485010411628,24.96905124380203,12.84622562241047,10.91713457996978,15.1523560926054,18.410679170309,15.60334346606705,16.01583986250003,6.263867341727719,4.975365691717078,4.397777009426697,3.551537109196945,3.079551289024987
52,37420,24.65417583729793,12.10595290500322,11.58679912400148,-0.8262594,0.3307283,3,3_3,26.00994031418442,25.54871523827752,28.60671363513981,27.69075907997833,37.17609081152246,33.66485010411628,16.09880731453752,12.84622562241047,10.91713457996978,15.1523560926054,18.410679170309,15.60334346606705,9.861364890936176,6.263867341727719,4.975365691717078,4.397777009426697,3.551537109196945
53,37464,21.4596621111146,11.69994396850377,8.42313879517919,-0.8207652,0.3307283,3,3_3,24.65417583729793,26.00994031418442,25.54871523827752,28.60671363513981,27.69075907997833,37.17609081152246,12.10595290500322,16.09880731453752,12.84622562241047,10.91713457996978,15.1523560926054,18.410679170309,11.58679912400148,9.861364890936176,6.263867341727719,4.975365691717078,4.397777009426697
54,37508,23.65437784379976,15.82386559709431,5.4845459993716,-0.810342,0.3306791,3,3_3,21.4596621111146,24.65417583729793,26.00994031418442,25.54871523827752,28.60671363513981,27.69075907997833,11.69994396850377,12.10595290500322,16.09880731453752,12.84622562241047,10.91713457996978,15.1523560926054,8.42313879517919,11.58679912400148,9.861364890936176,6.263867341727719,4.975365691717078
55,37552,22.79265758245771,17.88818739793286,4.305243738019834,-0.7998955,0.330537,3,3_3,23.65437784379976,21.4596621111146,24.65417583729793,26.00994031418442,25.54871523827752,28.60671363513981,15.82386559709431,11.69994396850377,12.10595290500322,16.09880731453752,12.84622562241047,10.91713457996978,5.4845459993716,8.42313879517919,11.58679912400148,9.861364890936176,6.263867341727719
56,37595,26.66334283823399,18.44419312960845,5.082767953332202,-0.7892475,0.3303517,3,3_3,22.79265758245771,23.65437784379976,21.4596621111146,24.65417583729793,26.00994031418442,25.54871523827752,17.88818739793286,15.82386559709431,11.69994396850377,12.10595290500322,16.09880731453752,12.84622562241047,4.305243738019834,5.4845459993716,8.42313879517919,11.58679912400148,9.861364890936176
57,37639,17.70167790432562,15.55807666990734,5.39606599181505,-0.7770586,0.3301186,3,3_3,26.66334283823399,22.79265758245771,23.65437784379976,21.4596621111146,24.65417583729793,26.00994031418442,18.44419312960845,17.88818739793286,15.82386559709431,11.69994396850377,12.10595290500322,16.09880731453752,5.082767953332202,4.305243738019834,5.4845459993716,8.42313879517919,11.58679912400148
58,37683,14.60854223717861,15.46423838167994,5.138680022482353,-0.7649357,0.3298377,3,3_3,17.70167790432562,26.66334283823399,22.79265758245771,23.65437784379976,21.4596621111146,24.65417583729793,15.55807666990734,18.44419312960845,17.88818739793286,15.82386559709431,11.69994396850377,12.10595290500322,5.39606599181505,5.082767953332202,4.305243738019834,5.4845459993716,8.42313879517919
59,37727,17.61733394229035,17.67138179545571,4.400282298354316,-0.7549662,0.3295257,3,3_3,14.60854223717861,17.70167790432562,26.66334283823399,22.79265758245771,23.65437784379976,21.4596621111146,15.46423838167994,15.55807666990734,18.44419312960845,17.88818739793286,15.82386559709431,11.69994396850377,5.138680022482353,5.39606599181505,5.082767953332202,4.305243738019834,5.4845459993716
60,37771,21.09392403838823,18.18843926619239,4.463440909080681,-0.7441326,0.3291868,3,3_3,17.61733394229035,14.60854223717861,17.70167790432562,26.66334283823399,22.79265758245771,23.65437784379976,17.67138179545571,15.46423838167994,15.55807666990734,18.44419312960845,17.88818739793286,15.82386559709431,4.400282298354316,5.138680022482353,5.39606599181505,5.082767953332202,4.305243738019834
61,37815,22.94136846629408,14.47326999158984,3.789196917775419,-0.7390233,0.3288448,3,3_3,21.09392403838823,17.61733394229035,14.60854223717861,17.70167790432562,26.66334283823399,22.79265758245771,18.18843926619239,17.67138179545571,15.46423838167994,15.55807666990734,18.44419312960845,17.88818739793286,4.463440909080681,4.400282298354316,5.138680022482353,5.39606599181505,5.082767953332202
62,37858,21.67915430065771,13.52073972287183,4.022138616332604,-0.748549,0.328504,3,3_3,22.94136846629408,21.09392403838823,17.61733394229035,14.60854223717861,17.70167790432562,26.66334283823399,14.47326999158984,18.18843926619239,17.67138179545571,15.46423838167994,15.55807666990734,18.44419312960845,3.789196917775419,4.463440909080681,4.400282298354316,5.138680022482353,5.39606599181505
63,37902,17.56710020764289,13.47298893889434,4.771619240872123,-0.7572713,0.3281704,3,3_3,21.67915430065771,22.94136846629408,21.09392403838823,17.61733394229035,14.60854223717861,17.70167790432562,13.52073972287183,14.47326999158984,18.18843926619239,17.67138179545571,15.46423838167994,15.55807666990734,4.022138616332604,3.789196917775419,4.463440909080681,4.400282298354316,5.138680022482353
64,37946,17.49494340032776,12.80227616279854,6.431185486947816,-0.7660291,0.3278128,3,3_3,17.56710020764289,21.67915430065771,22.94136846629408,21.09392403838823,17.61733394229035,14.60854223717861,13.47298893889434,13.52073972287183,14.47326999158984,18.18843926619239,17.67138179545571,15.46423838167994,4.771619240872123,4.022138616332604,3.789196917775419,4.463440909080681,4.400282298354316
65,37990,21.07525736221341,10.42144173975638,9.375836533887592,-0.7748867,0.3274769,3,3_3,17.49494340032776,17.56710020764289,21.67915430065771,22.94136846629408,21.09392403838823,17.61733394229035,12.80227616279854,13.47298893889434,13.52073972287183,14.47326999158984,18.18843926619239,17.67138179545571,6.431185486947816,4.771619240872123,4.022138616332604,3.789196917775419,4.463440909080681
66,38034,22.49856704192492,11.00324048862652,10.75189015384985,-0.7834023,0.3271293,3,3_3,21.07525736221341,17.49494340032776,17.56710020764289,21.67915430065771,22.94136846629408,21.09392403838823,10.42144173975638,12.80227616279854,13.47298893889434,13.52073972287183,14.47326999158984,18.18843926619239,9.375836533887592,6.431185486947816,4.771619240872123,4.022138616332604,3.789196917775419
67,47373,26.63688050010147,8.779967350018074,8.908407715846963,-0.5394588,0.2963949,3,3_4,27.9973421481882,29.48328174474507,44.06636810807424,42.46707431089887,29.25672599452179,30.50965453461099,10.1494110156318,9.46169673114699,10.06918987197069,10.76689799559828,8.49000751794923,8.363508311722143,7.408305872303262,5.739855585745215,4.980382834003922,5.058526090253807,4.653328740618019
68,47417,32.96843744200769,8.222687754913483,7.277352546754349,-0.5446854,0.2966155,3,3_4,26.63688050010147,27.9973421481882,29.48328174474507,44.06636810807424,42.46707431089887,29.25672599452179,8.779967350018074,10.1494110156318,9.46169673114699,10.06918987197069,10.76689799559828,8.49000751794923,8.908407715846963,7.408305872303262,5.739855585745215,4.980382834003922,5.058526090253807
69,47460,28.05992609863382,7.756728278150916,5.320218848041364,-0.5539404,0.296914,3,3_4,32.96843744200769,26.63688050010147,27.9973421481882,29.48328174474507,44.06636810807424,42.46707431089887,8.222687754913483,8.779967350018074,10.1494110156318,9.46169673114699,10.06918987197069,10.76689799559828,7.277352546754349,8.908407715846963,7.408305872303262,5.739855585745215,4.980382834003922
70,47504,28.49920417906306,7.729960706815046,4.769184734718918,-0.5620214,0.2970218,3,3_4,28.05992609863382,32.96843744200769,26.63688050010147,27.9973421481882,29.48328174474507,44.06636810807424,7.756728278150916,8.222687754913483,8.779967350018074,10.1494110156318,9.46169673114699,10.06918987197069,5.320218848041364,7.277352546754349,8.908407715846963,7.408305872303262,5.739855585745215
71,47548,38.4396326975867,7.856328202074136,3.993009076526803,-0.5710703,0.297515,3,3_4,28.49920417906306,28.05992609863382,32.96843744200769,26.63688050010147,27.9973421481882,29.48328174474507,7.729960706815046,7.756728278150916,8.222687754913483,8.779967350018074,10.1494110156318,9.46169673114699,4.769184734718918,5.320218848041364,7.277352546754349,8.908407715846963,7.408305872303262
72,47592,27.57178164826371,5.674634633808095,4.475001036362081,-0.5802852,0.2981436,3,3_4,38.4396326975867,28.49920417906306,28.05992609863382,32.96843744200769,26.63688050010147,27.9973421481882,7.856328202074136,7.729960706815046,7.756728278150916,8.222687754913483,8.779967350018074,10.1494110156318,3.993009076526803,4.769184734718918,5.320218848041364,7.277352546754349,8.908407715846963
73,47636,18.34201243108545,4.520534125324768,5.736691339487936,-0.589614,0.2988268,3,3_4,27.57178164826371,38.4396326975867,28.49920417906306,28.05992609863382,32.96843744200769,26.63688050010147,5.674634633808095,7.856328202074136,7.729960706815046,7.756728278150916,8.222687754913483,8.779967350018074,4.475001036362081,3.993009076526803,4.769184734718918,5.320218848041364,7.277352546754349
